,Title,Type,Director,Actors,Release,Genre,Runtime,Language,Country,Rating,IMDb,RottenTomatoes,Metacritic,Platform
10628,Dark/Web,TV Show,,"['Brian Elerding', 'Lana McKissack', 'Michael Nardelli']",19 Jul 2019,"['Horror', 'Mystery', 'Thriller']",1,,United States,TV-14,5.5,,,Prime
10629,Dark Angel,TV Show,,"['Jessica Alba', 'Michael Weatherly', 'Richard Gunn']",03 Oct 2000,"['Action', 'Drama', 'Mystery']",2,English,United States,TV-14,7.4,,,Prime
10630,Darbar (Telugu),Movie,A.R. Murugadoss,"['Rajinikanth', 'Nayanthara', 'Sunil Shetty']",2020,"['Action', 'Drama', 'International']",158,,,13+,,,,Prime
10631,Darbar (Tamil),Movie,A.R. Murugadoss,"['Rajinikanth', 'Nayanthara', 'Sunil Shetty']",2020,"['Action', 'Drama', 'International']",158,,,13+,,,,Prime
10632,Darbar (Malayalam),Movie,A.R. Murugadoss,"['Rajinikanth', 'Nayanthara', 'Sunil Shetty']",2020,"['Action', 'Drama', 'International']",158,,,13+,,,,Prime
10633,Danny Boy,Movie,Marek Skrobecki,,22 Jan 2010,"['Animation', 'Short']",10,English,"['Switzerland', 'Poland']",Not Rated,7.3,,,Prime
10634,Daniel Tiger's Neighborhood,TV Show,,"['Addison Holley', 'Ted Dykstra', 'Heather Bambrick']",03 Sep 2012,"['Animation', 'Family', 'Fantasy']",5,English,"['United States', 'Canada']",TV-Y,7.4,,,Prime
10635,"Daniel Boone, Trail Blazer",Movie,"Albert C. Gannaway, Ismael Rodríguez","['Bruce Bennett', 'Lon Chaney Jr.', 'Faron Young']",05 Oct 1956,"['Adventure', 'Biography', 'Western']",76,English,United States,Not Rated,4.7,,,Prime
10636,Dangerous Roads,Movie,Grace Baek,Adam Yamguchi,01 Jan 2006,Documentary,,English,USA,,,,,Prime
10637,Tum: A Dangerous Obsession,Movie,Aruna Raje,"['Manisha Koirala', 'Karann Nathh', 'Rajat Kapoor']",27 Feb 2004,"['Drama', 'Romance', 'Thriller']",150,Hindi,India,,2.5,,,Prime
10638,Danger Street,Movie,Lew Landers,"['Jane Withers', 'Robert Lowery', 'Bill Edwards']",20 Jun 1947,Drama,68,English,United States,Passed,5.6,,,Prime
10639,Danger & Eggs,TV Show,Mike Owens,"['Aidy Bryant', 'Eric Knobel', 'Shadi Petosky']",05 Nov 2015,"['Animation', 'Short', 'Adventure']",1,English,United States,TV-G,6.8,50.0,,Prime
10640,Dancing Pirate,Movie,Lloyd Corrigan,"['Charles Collins', 'Frank Morgan', 'Steffi Duna']",22 May 1936,"['Adventure', 'Comedy', 'Music']",83,English,United States,Approved,5.1,,,Prime
10641,"Dancer, Texas Pop. 81",Movie,Tim McCanlies,"['Breckin Meyer', 'Peter Facinelli', 'Eddie Mills']",01 May 1998,"['Comedy', 'Drama', 'Family']",97,English,United States,PG,6.7,80.0,,Prime
10642,Dance Moms: Miami,TV Show,,"['Angel Armas', 'Debi Epstein', 'Hannah Epstein']",03 Apr 2012,Reality TV,,English,United States,,4.0,,,Prime
10643,Dana Gould: I Know It's Wrong,Movie,Jay Chapman,Dana Gould,01 Jun 2013,"['Documentary', 'Comedy']",55,English,United States,TV-MA,6.8,,,Prime
10644,Dan Levy: Lion,Movie,Samuel Brownfield,Dan Levy,17 Nov 2016,Comedy,61,English,USA,,4.5,,,Prime
10645,Damien Jurado: Caskets,Movie,Matt Daniels,Damien Jurado,,"['Short', 'Music']",3,English,USA,,,,,Prime
10646,Dakota,Movie,Joseph Kane,"['John Wayne', 'Vera Ralston', 'Walter Brennan']",25 Dec 1945,Western,82,"['English', 'Italian']",United States,Passed,6.1,,,Prime
10647,D.L. Hughley: Reset,Movie,Jay Karas,D.L. Hughley,14 Jul 2012,"['Documentary', 'Comedy']",58,English,United States,TV-MA,6.7,,,Prime
10648,D-Day: The Price of Freedom,Movie,Tim Gray,,16 May 2006,"['Documentary', 'History']",52,English,United States,Not Rated,,,,Prime
10649,D-Day at Pointe-du-Hoc,Movie,Tim Gray,David McCallum,05 May 2019,Documentary,55,English,United States,TV-PG,8.1,,,Prime
10650,Cyberchase,TV Show,,"['Novie Edwards', 'Annick Obonsawin', 'Christopher Lloyd']",21 Jan 2002,"['Animation', 'Short', 'Adventure']",12,English,"['Canada', 'United States']",TV-Y,6.8,,,Prime
10651,Cyber Bully PSA,Movie,We'Land Bourne,We'Land Bourne,,Short,1,English,USA,,,,,Prime
10652,Curley (1947),Movie,Bernard Carr,"['Larry Olsen', 'Frances Rafferty', 'Eilene Janssen', 'Walter Abel']",1947,Comedy,52,,,PG,,,,Prime
10653,Cuna de lobos,TV Show,,"['Diana Bracho', 'Gonzalo Vega', 'María Rubio']",06 Oct 1986,"['Crime', 'Thriller']",1,Spanish,Mexico,,8.5,,,Prime
10654,Cultureshock,TV Show,,"['Linda Cardellini', 'James Franco', 'Seth Rogen']",25 Jun 2018,Documentary,1,English,United States,TV-14,6.9,,,Prime
10655,Cul-de-sac,Movie,Roman Polanski,"['Donald Pleasence', 'Françoise Dorléac', 'Lionel Stander']",07 Nov 1966,"['Comedy', 'Drama', 'Thriller']",112,English,United Kingdom,Not Rated,7.1,83.0,75.0,Prime
10656,Cuffs,TV Show,,"['Amanda Abbington', 'Karen Bryson', 'Alex Carter']",01 Sep 2015,"['Action', 'Crime', 'Drama']",1,English,United Kingdom,,7.4,,,Prime
10657,Cucumber,TV Show,,"['Vincent Franklin', 'Julie Hesmondhalgh', 'James Murray']",22 Jan 2015,Drama,1,English,United Kingdom,TV-MA,7.9,,,Prime
10658,Cruel Summer,TV Show,,"['Chiara Aurelia', 'Olivia Holt', 'Froy Gutierrez']",20 Apr 2021,"['Drama', 'Mystery', 'Thriller']",1,English,United States,TV-14,7.5,,,Prime
10659,Crown Lake,TV Show,,"['Francesca Capaldi', 'Kyla-Drew', 'Lilia Buckingham']",20 Jun 2019,"['Drama', 'Mystery']",2,English,United States,,6.1,,,Prime
10660,Crooked House,Movie,Gilles Paquet-Brenner,"['Max Irons', 'Stefanie Martini', 'Glenn Close']",21 Nov 2017,"['Crime', 'Drama', 'Mystery']",115,English,"['United Kingdom', 'United States']",PG-13,6.3,58.0,59.0,Prime
10661,Criss Angel Mindfreak,TV Show,,"['Criss Angel', 'Andrew Gerard Henderson', 'Banachek']",20 Jul 2005,"['Fantasy', 'Reality TV']",6,English,United States,,5.8,,,Prime
10662,Crisis in Six Scenes,TV Show,,"['Woody Allen', 'Miley Cyrus', 'Elaine May']",30 Sep 2016,Comedy,1,English,United States,TV-PG,6.6,,,Prime
10663,Crips and Bloods: Made in America,Movie,Stacy Peralta,"['Jim Brown', 'Tony Muhammad', 'Kershaun Scott']",20 Jan 2008,"['Documentary', 'Crime']",93,English,United States,Not Rated,6.9,76.0,,Prime
10664,Criminally Insane,Movie,Nick Millard,"['Priscilla Alden', 'Michael Flood', 'Jane Lambert']",,"['Horror', 'Thriller']",61,English,United States,R,5.6,,,Prime
10665,CIA: Crime Investigation Australia,TV Show,,"['Erryn Arkin', 'Olivia Stambouliah', 'Steve Liebmann']",,"['Documentary', 'Crime']",3,English,Australia,,8.0,,,Prime
10666,Crime Insiders,Movie,"Frédéric Schoendoerffer, Yann Brion","['Benoît Magimel', 'Béatrice Dallle', 'Tomer Sisley', 'Philippe Caubère']",2007,"['Action', 'Suspense']",103,,,18+,,,,Prime
10667,"Crime, Inc.",Movie,Lew Landers,"['Leo Carrillo', 'Tom Neal', 'Martha Tilton']",15 Apr 1945,"['Crime', 'Drama', 'Film-Noir']",75,English,United States,Approved,5.5,,,Prime
10668,Creative Galaxy,TV Show,,"['Kira Gelineau', 'Devan Cohen', 'Kallan Holley']",19 Apr 2013,"['Animation', 'Family', 'Sci-Fi']",2,English,United States,TV-Y,4.8,,,Prime
10669,Creative Control,Movie,Benjamin Dickinson,"['Benjamin Dickinson', 'Nora Zehetner', 'Dan Gill']",11 Mar 2016,"['Drama', 'Sci-Fi']",97,English,United States,R,5.4,61.0,58.0,Prime
10670,Crazy Hearts: Nashville,TV Show,,"['Heather Byrd', 'Anthony Billups', 'Jeromy Tod Nichols']",,Reality TV,1,English,United States,,6.3,,,Prime
10671,Crazy for Christmas,Movie,Eleanore Lindo,"['Andrea Roth', 'Howard Hesseman', 'Jason Spevack', 'Yannick Bisson']",25 Dec 2005,"['Comedy', 'Drama', 'Family']",90,"['English', 'Spanish', 'Portuguese', 'French', 'Cantonese', 'Italian', 'Icelandic', 'Hawaiian', 'Hindi', 'Hebrew', 'Greek', 'Japanese', 'Romanian', 'Latin']","['Canada', 'USA']",TV-PG,6.3,,,Prime
10672,Crazy,Movie,Hans-Christian Schmid,"['Robert Stadlober', 'Tom Schilling', 'Oona-Devi Liebich']",08 Jun 2000,Drama,97,German,Germany,,6.6,,,Prime
10673,Craig Shoemaker: Daditude,Movie,Manny Rodriguez,Craig Shoemaker,09 Nov 2012,"['Documentary', 'Comedy']",82,English,United States,TV-MA,6.7,,,Prime
10674,A Crack in the Floor,Movie,"Sean Stanek, Corbin Timbrook","['Mario Lopez', 'Gary Busey', 'Bo Hopkins']",24 Apr 2001,Horror,90,English,United States,R,3.3,,,Prime
10675,Cowboy,Movie,Delmer Daves,"['Glenn Ford', 'Jack Lemmon', 'Anna Kashfi']",23 Mar 1958,Western,92,English,United States,Approved,6.7,75.0,,Prime
10676,Courageous Love,Movie,Daniel Knudsen,"['Jared Withrow', 'Jessica Koloian', 'Kristina Kaylen']",14 Feb 2017,"['Drama', 'Romance']",100,English,United States,,4.0,,,Prime
10677,The Courageous Avenger,Movie,Robert N. Bradbury,"['Johnny Mack Brown', 'Helen Ericson', 'Warner Richmond']",12 Dec 1935,Western,58,English,United States,Passed,5.5,,,Prime
10678,Country Buck$,TV Show,,,19 Nov 2014,"['Comedy', 'Reality TV', 'Sport']",2,English,United States,,5.8,,,Prime
10679,Counting Cars,TV Show,,"['Danny Koker', 'Ryan Evans', 'Rick Harrison']",13 Aug 2012,Reality TV,10,English,United States,TV-PG,7.0,,,Prime
10680,Counterpart,TV Show,,"['J.K. Simmons', 'Olivia Williams', 'Harry Lloyd']",10 Dec 2017,"['Drama', 'Sci-Fi', 'Thriller']",2,"['English', 'German']",United States,TV-MA,8.1,,,Prime
10681,Cougar Town,TV Show,,"['Courteney Cox', 'Christa Miller', 'Busy Philipps']",23 Sep 2009,"['Comedy', 'Romance']",6,English,United States,TV-14,7.0,,,Prime
10682,Costume Quest,TV Show,,"['Gabriella Graves', 'Sloane Letourneau', 'Issac Ryan Brown']",08 Mar 2019,"['Animation', 'Family']",1,English,United States,TV-Y7-FV,7.0,,,Prime
10683,Cosmos,TV Show,,"['Carl Sagan', 'Jaromír Hanzlík', 'Jonathan Fahn']",28 Sep 1980,Documentary,1,English,"['United States', 'United Kingdom']",TV-PG,9.3,,,Prime
10684,Corsair,Movie,Roland West,"['Chester Morris', 'Thelma Todd', 'Fred Kohler']",28 Nov 1931,"['Adventure', 'Crime', 'Romance']",75,English,United States,Passed,5.7,,,Prime
10685,Corrie ten Boom: A Faith Undefeated,Movie,Robert Fernandez,Pam Rosewell Moore,2013,"['Documentary', 'Special Interest']",58,,,13+,,,,Prime
10686,Corporate,TV Show,,"['Matt Ingebretson', 'Jake Weisman', 'Adam Lustick']",17 Jan 2018,Comedy,3,English,United States,TV-14,7.8,,,Prime
10687,Totally Under Control: How Trump Lost Control of the Coronavirus Pandemic,Movie,Dylan Bank,,02 Oct 2020,"['Documentary', 'Short']",,English,USA,,6.0,,,Prime
10688,Corazón Contento,TV Show,,Jimena Picos,21 Dec 2018,Comedy,1,Spanish,"['Mexico', 'USA']",,8.4,,,Prime
10689,Coolie No. 1,Movie,David Dhawan,"['Varun Dhawan', 'Sara Ali Khan', 'Paresh Rawal']",24 Dec 2020,"['Action', 'Comedy', 'Romance']",134,Hindi,India,TV-14,4.2,0.0,,Prime
10690,Cool World,Movie,Ralph Bakshi,"['Gabriel Byrne', 'Kim Basinger', 'Janni Brenn']",10 Jul 1992,"['Animation', 'Comedy', 'Fantasy']",102,English,United States,PG-13,4.9,4.0,28.0,Prime
10691,Convention Girl,Movie,Luther Reed,"['Rose Hobart', 'Weldon Heyburn', ""Sally O'Neil""]",31 Oct 1935,"['Comedy', 'Drama', 'Music']",66,English,United States,Approved,5.8,,,Prime
10692,Contradiction: A Question Of Faith,Movie,Jeremiah Camara,"['Jeremiah Camara', 'Lawrence Krauss', 'Greydon Square', 'Martin Luther King III', 'Marissa Langseth', 'Lonnie Plaxico', 'David Orenstein', 'R. Drew Smith', 'Ayanna Watson', 'Dan Barker', 'Anthony David', 'Norm Allen', 'Mandisa Thomas']",2015,"['Documentary', 'Faith and Spirituality']",90,,,PG-13,,,,Prime
10693,Construction Squad of Car City,TV Show,,June Yoon,21 Dec 2016,"['Animation', 'Family']",1,English,United States,,7.7,,,Prime
10694,"Congratulations, It's a Boy!",Movie,William A. Graham,"['Bill Bixby', 'Diane Baker', 'Jack Albertson', 'Ann Sothern']",21 Sep 1971,Comedy,73,English,USA,TV-14,6.1,,,Prime
10695,Conflicted,Movie,Amire K Reed,"['Marcellous Brown', 'Benny the Butcher', 'Jabari Crowder']",15 Jan 2021,"['Crime', 'Drama']",130,English,United States,,4.4,,,Prime
10696,Comrade Detective,TV Show,,"['Channing Tatum', 'Florin Piersic Jr.', 'Joseph Gordon-Levitt']",04 Aug 2017,"['Action', 'Comedy', 'Crime']",1,"['English', 'Romanian']",United States,TV-MA,7.3,,,Prime
10697,Community,TV Show,,"['Joel McHale', 'Danny Pudi', 'Donald Glover']",17 Sep 2009,Comedy,6,English,United States,TV-14,8.5,,,Prime
10698,Coming Out,Movie,Heiner Carow,"['Matthias Freihof', 'Dagmar Manzel', 'Dirk Kummer']",09 Nov 1989,"['Drama', 'Romance']",113,German,East Germany,Unrated,7.0,,,Prime
10699,Coming of Age,TV Show,,"['Tony Bignell', 'Joe Tracini', 'Anabel Barnston']",21 May 2007,Comedy,3,English,United Kingdom,,5.1,,,Prime
10700,Comicstaan Semma Comedy Pa,TV Show,,"['Vidyullekha Raman', 'Abishek Kumar', 'Rajmohan Arumugam']",11 Sep 2020,Comedy,1,Tamil,India,,6.7,,,Prime
10701,Comicstaan,TV Show,,"['Biswa Kalyan Rath', 'Kanan Gill', 'Kenneth Sebastian']",13 Jul 2018,Comedy,2,English,India,,6.8,,,Prime
10702,"Come on, Rangers!",Movie,Joseph Kane,"['Roy Rogers', 'Lynne Roberts', 'Raymond Hatton']",21 Nov 1938,Western,57,English,United States,Passed,6.2,,,Prime
10703,Come and Get It,Movie,"Howard Hawks, William Wyler, Richard Rosson","['Edward Arnold', 'Joel McCrea', 'Frances Farmer']",23 Dec 1936,"['Drama', 'Romance']",99,English,United States,Passed,6.9,91.0,,Prime
10704,Colin Quinn: Unconstitutional,Movie,Jay Chapman,Colin Quinn,01 Feb 2015,Comedy,55,English,United States,Not Rated,7.2,,,Prime
10705,Coldplay: A Head Full of Dreams,Movie,Mat Whitecross,"['Guy Berryman', 'Beyoncé', 'Jon Buckland']",16 Nov 2018,"['Documentary', 'Music']",115,English,United Kingdom,PG-13,7.9,50.0,64.0,Prime
10706,Cold Case Files,TV Show,,"['Bill Kurtis', 'Dave Reichert', 'Kathy Mills']",01 Jan 1999,"['Documentary', 'Crime']",6,English,United States,TV-14,8.1,,,Prime
10707,Coherence,Movie,James Ward Byrkit,"['Emily Baldoni', 'Maury Sterling', 'Nicholas Brendon']",06 Aug 2014,"['Drama', 'Mystery', 'Sci-Fi']",89,English,"['United States', 'United Kingdom']",Not Rated,7.2,88.0,65.0,Prime
10708,Cody,Movie,William D. Blackburn,"['Tony Becker', 'Terrence Evans', 'Patricia Kane']",,"['Drama', 'Family']",82,English,United States,G,7.4,,,Prime
10709,Code Of The Red Man,Movie,Edward Finney,"['Ted Adams', 'Chief Thurndercloud', 'Rick Vallin', ""Dave O'Brien"", 'Sally Cairns']",1942,Western,66,,,18+,,,,Prime
10710,Coach of the Year,Movie,Don Medford,"['Robert Conrad', 'Erin Gray', 'Red West', 'Daphne Reid']",20 Dec 1980,Drama,96,English,USA,TV-G,5.2,,,Prime
10711,Cloudburst,Movie,Thom Fitzgerald,"['Olympia Dukakis', 'Brenda Fricker', 'Kristin Booth']",16 Sep 2011,"['Adventure', 'Comedy', 'Drama']",93,English,"['United States', 'Canada']",Unrated,7.2,100.0,,Prime
10712,Close Range,Movie,Isaac Florentine,"['Scott Adkins', 'Nick Chinlund', 'Caitlin Keats']",11 Dec 2015,"['Action', 'Crime', 'Thriller']",80,"['English', 'Spanish']",United States,TV-MA,5.1,86.0,,Prime
10713,Clockwork Orange County,Movie,Jonathan W.C. Mills,"['Rikk Agnew', 'Tony Alva', 'Jello Biafra', 'Rodney Bingenheimer']",04 Jul 2012,Documentary,73,English,USA,,6.6,,,Prime
10714,Clip: Lego Batman Gameplay,Movie,Pusic Entertainment,"['Batman', 'Wonder Woman', 'Spider-man', 'Superman', 'Captain America', 'Iron Man']",2017,"['Kids', 'Sport']",4,,,ALL,,,,Prime
10715,Clifford's Puppy Days,TV Show,,"['Lara Jill Miller', 'Julie-Ann Dean', 'Masiela Lusha']",01 Sep 2003,"['Animation', 'Comedy', 'Family']",2,English,"['United States', 'United Kingdom']",TV-Y,6.7,,,Prime
10716,Clifford the Big Red Dog,Movie,Walt Becker,"['Darby Camp', 'Jack Whitehall', 'Izaac Wang']",10 Nov 2021,"['Adventure', 'Comedy', 'Family']",96,English,"['Canada', 'United States']",PG,6.0,57.0,55.0,Prime
10717,Clifford the Big Red Dog,Movie,Walt Becker,"['Darby Camp', 'Jack Whitehall', 'Izaac Wang']",10 Nov 2021,"['Adventure', 'Comedy', 'Family']",96,English,"['Canada', 'United States']",PG,6.0,57.0,55.0,Prime
10718,"Click, Clack, Moo: Christmas at the Farm",Movie,Jennifer Oxley,"['Pete Davidson', 'Rachel Bloom', 'Patton Oswalt', 'Katie Crown']",28 Nov 2017,Animation,36,English,USA,TV-Y,5.4,,,Prime
10719,Clay,Movie,Andrew Gunn,"['Harry McEntire', 'Niek Versteeg', 'Darren Howie', 'Ian McElhinney']",30 Mar 2008,Drama,90,English,UK,Not Rated,5.4,,,Prime
10720,Claudia Oshry: Disgraced Queen,Movie,Brian Volk-Weiss,Claudia Oshry,30 Jun 2020,Comedy,,English,USA,,4.8,,,Prime
10721,Classic Baby Songs by Little Baby Bum,Movie,Cannis Holder,"['Grace Tamayo', 'Erin Webbs']",2019,Kids,35,,,ALL,,,,Prime
10722,Clan of the White Lotus,Movie,Lo Lieh,"['Liu Chia-hui', 'Hui Ying-hung', 'Lo Lieh']",1980,"['Action', 'Drama']",90,,,16+,,,,Prime
10723,City of Joel,Movie,Jesse Sweet,,10 Jan 2019,Documentary,90,English,United States,,6.7,,,Prime
10724,City of Ghosts,Movie,Matt Dillon,"['Matt Dillon', 'James Caan', 'Natascha McElhone']",27 Mar 2003,"['Crime', 'Drama', 'Thriller']",116,"['English', 'French', 'Central Khmer', 'Russian']",United States,R,6.0,47.0,57.0,Prime
10725,Citizen K,Movie,Alex Gibney,"['Mikhail Khodorkovsky', 'Vladimir Putin', 'Leonid Nevzlin']",13 Dec 2019,Documentary,126,"['Russian', 'English']","['United Kingdom', 'United States']",Not Rated,7.0,95.0,76.0,Prime
10726,Circumstances 2: The Chase,Movie,"Brandon Cornett, Ramon Sloan","['Ciera Angelia', 'David Bianco', 'Maci Carney']",01 Dec 2020,"['Crime', 'Drama']",78,English,United States,,5.4,,,Prime
10727,Cider with Rosie,Movie,Philippa Lowthorpe,"['Timothy Spall', 'Samantha Morton', 'Georgie Smith', 'Teddie-Rose Malleson-Allen']",27 Sep 2015,Drama,90,English,UK,Not Rated,6.4,,,Prime
10728,Chuck,TV Show,,"['Zachary Levi', 'Yvonne Strahovski', 'Joshua Gomez']",24 Sep 2007,"['Action', 'Comedy', 'Drama']",5,English,United States,TV-14,8.2,,,Prime
10729,A Christmas Recipe for Romance,Movie,Marco Deufemia,"['Madeline Leon', 'Sebastian Sacco', 'Peggy Calvert', 'Megan Black']",24 Nov 2019,Romance,88,English,Canada,G,5.9,,,Prime
10730,Christmas on the Bayou,Movie,Leslie Hope,"['Hilarie Burton', 'Tyler Hilton', 'Randy Travis', 'Markie Post']",14 Dec 2013,"['Drama', 'Romance']",86,English,USA,TV-PG,6.2,,,Prime
10731,Christmas in Mississippi,Movie,Emily Moss Wilson,"['Jana Kramer', 'Wes Brown', 'Faith Ford', 'Trace Masters']",09 Dec 2017,"['Drama', 'Romance']",90,English,USA,TV-PG,6.5,,,Prime
10732,Christmas Coupon,Movie,Daniel Knudsen,"['Courtney Mathews', 'Aaron Noble', 'Robert Laenen']",02 Dec 2019,Romance,92,English,United States,Not Rated,3.5,,,Prime
10733,Christmas Carols With Elly And Eva,Movie,HooplaKidz,"['Elly', 'Eva']",2019,"['Animation', 'Kids']",22,,,ALL,,,,Prime
10734,The Christine Jorgensen Story,Movie,Irving Rapper,"['John Hansen', 'Joan Tompkins', 'Quinn K. Redeker']",01 Jun 1970,"['Biography', 'Drama', 'Romance']",98,English,United States,R,5.4,,,Prime
10735,Christian Finnegan: The Fun Part,Movie,Jay Chapman,Christian Finnegan,15 Apr 2014,Comedy,62,English,United States,Not Rated,6.9,,,Prime
10736,Chris Ramsey Approval Needed,Movie,Peter Orton,Chris Ramsey,19 Aug 2019,Comedy,66,English,United Kingdom,,6.9,,,Prime
10737,Chris Porter: Ugly and Angry,Movie,Jay Chapman,Chris Porter,22 Feb 2014,Comedy,60,English,United States,Not Rated,7.8,,,Prime
10738,Drive: Chris Harris on Cars,TV Show,,Chris Harris,11 Jan 2012,Reality TV,1,English,United States,Not Rated,8.3,,,Prime
10739,Chris Claremont's X-Men,Movie,Patrick Meaney,"['Jason Aaron', 'Lon Brown', 'Chris Claremont']",06 Feb 2018,Documentary,71,English,United States,,6.6,,,Prime
10740,Choricha Mamla,Movie,Priyadarshan Jadhav,"['Hemant Dhome', 'Balachandra Gaekwad', 'Kshitee Jog']",31 Jan 2020,Comedy,134,Marathi,India,Not Rated,6.4,,,Prime
10741,Choices,Movie,Silvio Narizzano,"['Paul Carafotes', 'Victor French', 'Lelia Goldoni']",01 Oct 1981,Drama,90,English,United States,Not Rated,4.4,,,Prime
10742,Chocolate City,Movie,Jean-Claude La Marre,"[""Robert Ri'chard"", 'Tyson Beckford', 'DeRay Davis']",14 May 2016,Drama,91,English,United States,R,3.9,60.0,,Prime
10743,Chitralahari,Movie,Thirumala Kishore,"['Kalyani Priyadarshan', 'Suneel', 'Nivetha Pethuraj']",12 Apr 2019,"['Drama', 'Romance']",131,Telugu,India,Not Rated,7.2,,,Prime
10744,Chisholm '72: Unbought & Unbossed,Movie,Shola Lynch,"['Shirley Chisholm', 'Walter Cronkite', 'George Wallace']",18 Jan 2004,Documentary,76,English,United States,Not Rated,7.2,88.0,73.0,Prime
10745,China's New Silk Road,Movie,Elvire Berahya Lazarus,,20 Jan 2019,Documentary,,English,France,,7.8,,,Prime
10746,Children of the Corn,Movie,Fritz Kiersch,"['Peter Horton', 'Linda Hamilton', 'R.G. Armstrong']",09 Mar 1984,"['Horror', 'Thriller']",92,English,United States,R,5.6,36.0,45.0,Prime
10747,Children of Giant,Movie,Hector Galan,"['Henry Cisneros', 'Joe Cabezuela', 'Tony Cano']",17 Apr 2015,"['Documentary', 'History']",86,English,United States,,7.9,,,Prime
10748,Child Genius,TV Show,,"['Leland Melvin', 'Arnav Krishna', 'Adrian Romoff']",06 Jan 2015,Game-Show,2,English,United States,,7.0,,,Prime
10749,Chikati Gadilo Chithakotudu,Movie,"Santhosh P. Jayakumar, Santhosh P. Jayakumar","['Satyam Rajesh', 'Nikki Tamboli', 'Motta Rajendran']",22 Mar 2019,"['Adult', 'Comedy']",152,Telugu,India,Not Rated,4.7,,,Prime
10750,Chicken People,Movie,Nicole Lucas Haimes,,23 Sep 2016,"['Documentary', 'Comedy', 'Family']",83,English,United States,,7.0,100.0,81.0,Prime
10751,Chick Fight,Movie,Paul Leyden,"['Malin Akerman', 'Bella Thorne', 'Dulcé Sloan']",13 Nov 2020,"['Action', 'Comedy', 'Drama']",97,English,United States,R,4.7,38.0,39.0,Prime
10752,Chiara Ferragni: Unposted [English Subbed],Movie,Elisa Amoruso,Chiara Ferragni,2019,Documentary,88,,Italy,16+,,,,Prime
10753,Chiara Ferragni: Unposted (4K UHD) - [English Dubbed],Movie,Elisa Amoruso,Chiara Ferragni,2019,Documentary,89,,,G,,,,Prime
10754,Chi's Sweet Adventure,TV Show,,"['Noriko Hidaka', 'Rikiya Koyama', 'Satomi Kôrogi']",12 Jan 2017,Animation,1,Japanese,Japan,Not Rated,7.6,,,Prime
10755,Chi-Town,Movie,Nick Budabin,Keifer Sykes,19 Feb 2019,"['Documentary', 'Sport']",82,English,United States,,7.3,100.0,,Prime
10756,Chhalaang,Movie,Hansal Mehta,"['Rajkummar Rao', 'Nushrratt Bharuccha', 'Mohd. Zeeshan Ayyub']",13 Nov 2020,"['Comedy', 'Drama']",136,Hindi,India,TV-14,6.8,70.0,,Prime
10757,Cheers of the Crowd,Movie,Vin Moore,"['Russell Hopton', 'Irene Ware', 'Harry Holman']",05 Aug 1935,Drama,60,English,United States,Approved,5.6,,,Prime
